20201030_103028,0.8999999761581421
20201030_100025,0.0
20201030_093843,0.10000000149011612
20201030_090024,0.6000000238418579
20201030_080022,0.4000000059604645
20201030_070330,0.30000001192092896
20201030_070305,0.5
20201030_063122,0.5
20201030_062624,0.20000000298023224
20201030_062618,-0.4000000059604645
20201030_055623,0.699999988079071
20201030_051005,0.5
20201030_045734,0.0
20201030_045729,0.4000000059604645
20201030_045659,0.0
20201030_045542,0.10000000149011612
20201030_040838,0.0
20201030_040828,0.10000000149011612
20201030_035651,0.0
20201030_034855,0.10000000149011612
20201030_034850,0.5
20201030_034845,0.0
20201030_034753,0.6000000238418579
20201030_034728,0.20000000298023224
20201030_033613,0.20000000298023224
20201030_033605,0.0
20201030_032810,0.0
20201030_010024,0.4000000059604645
20201029_150543,0.0
20201029_150033,0.0
